VM,IPv4,Folder,OS
VM-03-29-02-001,172.17.29.71,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-12-001,172.17.29.73,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-16-001,172.17.29.19,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-17-001,172.17.29.72,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-01-001,172.17.46.212,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-01-002,172.17.46.213,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-02-001,172.17.46.210,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-02-002,172.17.46.211,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-06-001,172.17.46.216,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-12-001,172.17.46.214,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-16-001,172.17.46.155,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-16-002,172.17.46.156,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-17-001,172.17.46.215,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-51-01-011,172.16.108.195,/KleeGroup-Hosting/DC4/Malteurop,
VM-03-51-16-011,172.16.108.146,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-21-011,172.16.108.197,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-22-011,172.16.108.196,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-78-101,172.16.108.200,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-52-01-101,10.102.2.209,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-02-101,10.102.2.210,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-16-101,10.102.2.156,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-16-102,10.102.2.157,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-22-101,10.102.2.212,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-78-101,10.102.2.213,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-53-01-001,172.17.53.214,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-02-001,172.17.53.215,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-16-001,172.17.53.148,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-22-001,172.17.53.216,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-87-01-101,192.168.87.78,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-87-16-101,192.168.87.23,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-87-16-102,192.168.87.24,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-99-01-002,192.168.127.162,/KleeGroup-Hosting/DC4/Mutualise,CentOS 6 (64-bit)
VM-03-99-01-003,192.168.127.167,/KleeGroup-Hosting/DC4/Mutualise,Red Hat Enterprise Linux 6 (64-bit)
VM-05-51-03-001,172.16.108.216,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-05-51-EPM11124,172.16.107.152,/KleeGroup-Hosting/TCC,Microsoft Windows Server 2008 R2 (64-bit)
VM-05-51-EPM112,172.16.107.153,/KleeGroup-Hosting/TCC,Microsoft Windows Server 2022 (64-bit)
VM-pacsen,pwd?,/KleeGroup-Hosting/DC4/Rct01,Microsoft Windows Server 2008 R2 (64-bit)
vm-pacsen-2,192.168.127.14,/KleeGroup-Hosting/DC4/Rct01,Microsoft Windows Server 2016 or later (64-bit)
VM-pacsen-oracle,192.168.126.80,/KleeGroup-Hosting/DC4/Rct01,Red Hat Enterprise Linux 5 (64-bit)
voip-01.kleegroup.com,192.168.139.55,/KleeGroup-Hosting/DC4/Kleegroup,CentOS 4/5/6 (64-bit)
voip-02.kleegroup.com,192.168.139.56,/KleeGroup-Hosting/DC4/Kleegroup,CentOS 4/5/6 (64-bit)
